Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,label
703,60,82.0,12438,8,5,2006,2006,466.0,0.0,0.0,1234.0,1234.0,1264,1312,0,2576,0.0,0.0,2,1,4,1,10,1,2006.0,3.0,666.0,324,100,0,0,0,0,0,7,2006,12.799175708864519
704,190,76.0,7630,5,9,1900,1996,0.0,0.0,0.0,360.0,360.0,1032,780,0,1812,0.0,0.0,2,0,4,2,8,1,1999.0,2.0,672.0,344,0,40,0,0,0,0,5,2010,11.84939770159144
705,20,70.0,8400,7,5,2004,2005,109.0,712.0,0.0,761.0,1473.0,1484,0,0,1484,1.0,0.0,2,0,3,1,7,0,2004.0,2.0,606.0,0,35,0,144,0,0,0,5,2010,12.269047444691562
706,190,70.0,5600,4,5,1930,1950,0.0,0.0,0.0,0.0,0.0,372,720,0,1092,0.0,0.0,2,0,3,2,7,0,1978.5061638868744,0.0,0.0,0,0,0,0,0,0,3500,7,2010,10.915088464214607
707,20,70.04995836802665,115149,7,5,1971,2002,351.0,1219.0,0.0,424.0,1643.0,1824,0,0,1824,1.0,0.0,2,0,2,1,5,2,1971.0,2.0,739.0,380,48,0,0,0,0,0,6,2007,12.618182296357007
708,120,48.0,6240,8,5,2006,2006,176.0,863.0,0.0,461.0,1324.0,1324,0,0,1324,1.0,0.0,2,0,2,1,6,1,2006.0,2.0,550.0,192,38,0,0,0,0,0,12,2009,12.445089546000673
709,60,65.0,9018,7,5,2007,2007,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,0.0,0.0,2,1,3,1,8,1,2007.0,2.0,400.0,100,24,0,0,0,0,0,7,2007,12.09815330331068
710,20,70.04995836802665,7162,5,7,1966,1966,41.0,0.0,0.0,876.0,876.0,904,0,0,904,0.0,0.0,1,0,3,1,6,0,1966.0,1.0,408.0,0,0,0,0,0,0,0,12,2008,11.607326140391713
711,30,56.0,4130,3,6,1935,2003,0.0,0.0,0.0,270.0,270.0,729,0,0,729,0.0,0.0,1,0,2,1,5,0,1978.5061638868744,0.0,0.0,0,0,0,0,0,0,0,7,2008,10.858998997563564
712,50,66.0,8712,4,7,1900,1950,0.0,0.0,0.0,859.0,859.0,859,319,0,1178,0.0,0.0,1,0,2,1,7,0,1964.0,1.0,384.0,68,0,98,0,0,0,0,1,2010,11.540307141711446
713,120,40.0,4671,8,5,1988,1989,0.0,767.0,0.0,461.0,1228.0,1228,0,0,1228,1.0,0.0,2,0,2,1,5,1,1988.0,2.0,472.0,168,120,0,0,0,0,0,10,2008,12.14950229404178
714,190,60.0,9873,4,5,1970,1970,160.0,789.0,0.0,171.0,960.0,960,0,0,960,1.0,0.0,1,0,3,1,6,0,1970.0,2.0,576.0,0,288,0,0,0,0,0,5,2006,11.76756768334381
715,60,70.04995836802665,13517,6,8,1976,2005,289.0,533.0,0.0,192.0,725.0,725,754,0,1479,0.0,0.0,2,1,3,1,6,0,1976.0,2.0,475.0,0,44,0,0,0,0,0,3,2010,11.779128505744886
716,20,78.0,10140,6,5,1974,1974,174.0,0.0,0.0,1064.0,1064.0,1350,0,0,1350,0.0,0.0,2,0,3,1,7,1,1974.0,2.0,478.0,0,0,0,0,0,0,0,8,2009,12.013700752882718
717,70,60.0,10800,7,8,1890,1998,0.0,0.0,0.0,718.0,718.0,1576,978,0,2554,0.0,0.0,1,1,3,1,8,0,1996.0,2.0,704.0,0,48,143,0,0,0,0,7,2007,11.979799201207037
718,20,80.0,10000,5,6,1973,2000,0.0,1084.0,0.0,92.0,1176.0,1178,0,0,1178,0.0,1.0,1,1,3,1,5,1,1973.0,2.0,439.0,224,0,0,0,0,0,0,11,2008,11.964001084330445
719,60,96.0,10542,7,5,1993,1994,651.0,1173.0,0.0,138.0,1311.0,1325,1093,0,2418,1.0,0.0,2,1,3,1,9,1,1993.0,3.0,983.0,250,154,216,0,0,0,0,8,2008,12.739637756265655
720,20,69.0,9920,5,6,1969,1969,0.0,523.0,0.0,448.0,971.0,971,0,0,971,0.0,0.0,1,1,3,1,5,1,1969.0,1.0,300.0,0,0,0,0,0,0,0,5,2006,11.763684183317412
721,120,70.04995836802665,6563,8,5,1985,1985,0.0,1148.0,0.0,594.0,1742.0,1742,0,0,1742,1.0,0.0,2,0,2,1,5,1,1985.0,2.0,564.0,114,28,234,0,0,0,0,12,2006,12.524526376648708
722,120,70.04995836802665,4426,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,0,2004.0,2.0,420.0,160,0,0,0,0,0,0,5,2010,11.870599909242044
723,20,70.0,8120,4,7,1970,1970,0.0,191.0,0.0,673.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1994.0,2.0,463.0,0,0,0,0,0,0,0,7,2009,11.732060994886899
724,50,60.0,8172,4,6,1954,1972,0.0,0.0,0.0,941.0,941.0,997,473,0,1470,0.0,0.0,2,0,4,1,7,0,1958.0,1.0,548.0,0,0,0,0,156,0,0,5,2008,11.813030057420567
725,20,86.0,13286,9,5,2007,2008,340.0,1234.0,0.0,464.0,1698.0,1698,0,0,1698,1.0,0.0,2,0,3,1,8,1,2007.0,3.0,768.0,327,64,0,0,0,0,0,2,2009,12.676076274775909
726,20,60.0,6960,4,6,1970,1970,0.0,375.0,239.0,250.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1989.0,2.0,660.0,96,0,0,0,0,0,500,11,2009,11.699405031912846
727,20,70.04995836802665,21695,6,9,1988,2007,260.0,808.0,0.0,72.0,880.0,1680,0,0,1680,1.0,0.0,2,0,3,1,5,1,1988.0,2.0,540.0,292,44,0,182,0,0,0,12,2009,12.310432660854417
728,20,64.0,7314,7,5,2007,2007,82.0,724.0,0.0,508.0,1232.0,1232,0,0,1232,1.0,0.0,2,0,2,1,6,0,2007.0,2.0,632.0,132,0,0,0,0,0,0,2,2009,12.178187442040638
729,90,85.0,11475,5,5,1958,1958,95.0,0.0,0.0,1584.0,1584.0,1776,0,0,1776,1.0,0.0,2,0,4,2,9,0,1968.0,3.0,888.0,0,25,0,0,0,0,0,7,2009,11.608235644774552
730,30,52.0,6240,4,5,1925,1950,0.0,152.0,0.0,628.0,780.0,848,0,360,1208,0.0,0.0,1,0,2,1,5,0,1962.0,2.0,539.0,0,23,112,0,0,0,0,1,2009,11.542484267211773
731,120,39.0,5389,8,5,1995,1996,0.0,1180.0,0.0,415.0,1595.0,1616,0,0,1616,1.0,0.0,2,0,2,1,5,1,1995.0,2.0,608.0,237,152,0,0,0,0,0,3,2010,12.373703486914124
732,80,73.0,9590,7,5,2003,2003,442.0,786.0,0.0,82.0,868.0,1146,0,0,1146,1.0,0.0,2,0,3,1,6,1,2003.0,2.0,438.0,160,22,0,0,0,0,0,5,2007,12.141534124392603
733,60,75.0,11404,7,5,1998,1999,202.0,252.0,0.0,901.0,1153.0,1153,878,0,2031,0.0,0.0,2,1,3,1,8,1,1998.0,2.0,541.0,192,84,0,0,0,0,0,7,2008,12.312682380588432
734,20,80.0,10000,5,6,1961,1983,0.0,594.0,0.0,270.0,864.0,1144,0,0,1144,1.0,0.0,1,0,3,1,6,1,1961.0,1.0,264.0,165,0,0,0,0,0,400,3,2009,11.786001385032646
735,20,70.04995836802665,8978,5,5,1968,1968,0.0,0.0,0.0,948.0,948.0,948,0,0,948,0.0,0.0,1,0,3,1,6,0,1968.0,1.0,300.0,147,0,0,0,0,0,0,5,2007,11.589886506106357
736,75,60.0,10800,7,7,1914,1970,0.0,390.0,0.0,490.0,880.0,880,888,0,1768,0.0,0.0,1,1,2,1,6,2,1914.0,2.0,320.0,0,341,0,0,0,0,0,10,2006,12.0015054797889
737,90,60.0,8544,3,4,1950,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,1040,0.0,0.0,2,0,2,2,6,0,1949.0,2.0,400.0,0,0,0,0,0,0,0,7,2006,11.44571671527678
738,60,72.0,10463,8,5,2005,2005,0.0,0.0,0.0,893.0,893.0,901,900,0,1801,0.0,0.0,2,1,3,1,8,1,2005.0,3.0,800.0,0,116,0,0,0,0,0,6,2006,12.387977448827787
739,90,60.0,10800,5,5,1987,1988,0.0,1200.0,0.0,0.0,1200.0,1200,0,0,1200,3.0,0.0,3,0,3,1,5,0,1978.5061638868744,0.0,0.0,120,0,0,0,0,0,0,3,2009,12.095141084822892
740,60,65.0,9313,7,5,2004,2004,0.0,0.0,0.0,864.0,864.0,864,864,0,1728,0.0,0.0,2,1,3,1,7,0,2004.0,2.0,572.0,187,56,0,0,0,0,0,4,2009,12.154779351142624
741,70,60.0,9600,5,7,1910,2002,0.0,0.0,0.0,264.0,264.0,768,664,0,1432,0.0,0.0,2,0,2,1,7,0,1910.0,2.0,360.0,270,0,112,0,0,0,0,5,2007,11.790557201568507
742,20,65.0,6768,6,8,1961,1996,0.0,832.0,0.0,80.0,912.0,912,0,0,912,1.0,1.0,1,0,3,1,5,0,1962.0,1.0,288.0,168,0,0,0,0,0,0,5,2008,11.863582336583399
743,20,65.0,8450,7,5,2000,2001,108.0,0.0,0.0,1349.0,1349.0,1349,0,0,1349,0.0,0.0,2,0,3,1,6,0,2000.0,2.0,539.0,120,55,0,0,0,0,0,12,2007,12.095141084822892
744,80,70.0,12886,5,6,1963,1999,0.0,444.0,0.0,76.0,520.0,1464,0,0,1464,0.0,1.0,2,0,3,1,6,1,1997.0,2.0,480.0,302,0,0,0,100,0,0,10,2009,12.072541252905651
745,120,41.0,5395,8,5,1993,1993,0.0,733.0,0.0,604.0,1337.0,1337,0,0,1337,1.0,0.0,2,0,2,1,5,1,1993.0,2.0,462.0,96,0,70,168,0,0,0,10,2008,12.100712129872347
746,60,70.04995836802665,8963,8,9,1976,1996,289.0,575.0,80.0,487.0,1142.0,1175,1540,0,2715,0.0,1.0,3,1,4,1,11,2,1994.0,2.0,831.0,0,204,0,0,0,0,0,7,2008,12.610870864650634
747,60,70.04995836802665,8795,7,5,2000,2000,0.0,300.0,0.0,652.0,952.0,980,1276,0,2256,0.0,0.0,2,1,4,1,8,1,2000.0,2.0,554.0,224,54,0,0,0,0,0,4,2009,12.371587084007746
748,70,65.0,11700,7,7,1880,2003,0.0,0.0,0.0,1240.0,1240.0,1320,1320,0,2640,0.0,0.0,1,1,4,1,8,1,1950.0,4.0,864.0,181,0,386,0,0,0,0,5,2009,12.491172637278908
749,20,59.0,10593,7,5,1996,1996,338.0,919.0,0.0,801.0,1720.0,1720,0,0,1720,1.0,0.0,2,0,3,1,7,1,1996.0,2.0,527.0,240,56,154,0,0,0,0,3,2010,12.46997418931655
750,50,50.0,8405,4,3,1945,1950,0.0,0.0,0.0,0.0,0.0,1088,441,0,1529,0.0,0.0,2,0,4,1,9,0,1945.0,1.0,240.0,92,0,185,0,0,0,0,4,2009,11.49272275765271
751,50,55.0,8800,4,7,1910,2004,0.0,0.0,0.0,576.0,576.0,792,348,0,1140,0.0,0.0,1,0,3,1,7,0,1978.5061638868744,0.0,0.0,0,160,0,0,0,0,0,6,2010,11.477298287327077
752,60,70.04995836802665,7750,7,5,2003,2003,0.0,0.0,0.0,660.0,660.0,660,660,0,1320,0.0,0.0,2,1,3,1,6,0,2003.0,2.0,400.0,0,48,0,0,0,0,0,8,2007,11.99535161421452
753,20,79.0,9236,6,5,1997,1997,0.0,1200.0,0.0,279.0,1479.0,1494,0,0,1494,1.0,0.0,2,0,3,1,6,0,1997.0,2.0,576.0,168,27,0,0,0,0,0,7,2006,12.287652632522597
754,60,80.0,10240,8,5,2005,2005,178.0,0.0,0.0,1030.0,1030.0,1038,1060,0,2098,0.0,0.0,2,1,3,1,8,1,2005.0,3.0,878.0,192,52,0,0,0,0,0,3,2006,12.526342907575106
755,20,61.0,7930,6,8,1969,2005,0.0,439.0,472.0,115.0,1026.0,1026,0,0,1026,1.0,0.0,1,0,3,1,5,0,1969.0,2.0,440.0,171,48,0,0,0,0,0,7,2009,11.957611286231675
756,160,34.0,3230,6,5,1999,1999,894.0,381.0,0.0,348.0,729.0,742,729,0,1471,0.0,0.0,2,1,3,1,6,0,1999.0,2.0,440.0,0,24,0,0,0,0,0,3,2009,12.058152515453552
757,60,68.0,10769,8,5,2007,2007,0.0,20.0,0.0,846.0,866.0,866,902,0,1768,0.0,0.0,2,1,3,1,7,0,2007.0,2.0,578.0,144,105,0,0,0,0,0,4,2009,12.26434155365415
758,60,70.04995836802665,11616,6,5,1978,1978,328.0,438.0,0.0,234.0,672.0,672,714,0,1386,0.0,0.0,2,1,3,1,6,1,1978.0,2.0,440.0,335,0,0,0,0,0,0,4,2010,11.976030352524807
759,160,24.0,2280,7,5,1999,1999,360.0,549.0,0.0,195.0,744.0,757,744,0,1501,0.0,0.0,2,1,3,1,6,0,1999.0,2.0,440.0,0,0,0,0,0,0,0,8,2008,12.097373228606832
760,60,65.0,12257,8,5,1995,1995,513.0,56.0,64.0,1198.0,1318.0,1328,1203,0,2531,0.0,0.0,2,1,4,1,9,1,1995.0,3.0,752.0,222,98,0,0,0,0,0,11,2007,12.577636201962656
761,20,70.0,9100,6,6,1959,1959,0.0,612.0,0.0,252.0,864.0,864,0,0,864,0.0,0.0,1,0,2,1,5,0,2008.0,1.0,300.0,0,0,0,0,0,0,450,10,2009,11.755871643580617
762,30,60.0,6911,5,5,1924,1950,0.0,405.0,0.0,740.0,1145.0,1301,0,0,1301,0.0,0.0,1,0,2,1,5,0,1965.0,2.0,440.0,0,0,0,0,0,0,0,10,2009,11.512925464970229
763,60,72.0,8640,7,5,2009,2009,0.0,24.0,0.0,732.0,756.0,764,783,0,1547,0.0,0.0,2,1,3,1,7,0,2009.0,2.0,614.0,169,45,0,0,0,0,0,6,2010,12.279323107269766
764,60,82.0,9430,8,5,1999,1999,673.0,1163.0,0.0,89.0,1252.0,1268,1097,0,2365,1.0,0.0,2,1,3,1,8,1,1999.0,3.0,856.0,0,128,0,0,180,0,0,7,2009,12.727838209334498
765,120,30.0,9549,8,5,1995,1996,0.0,437.0,1057.0,0.0,1494.0,1494,0,0,1494,1.0,0.0,1,1,2,1,6,1,1995.0,2.0,481.0,0,30,0,0,216,0,0,4,2006,12.506177237980511
766,20,75.0,14587,9,5,2008,2008,284.0,0.0,0.0,1498.0,1498.0,1506,0,0,1506,0.0,0.0,2,0,2,1,6,1,2008.0,2.0,592.0,0,174,0,0,0,0,0,8,2008,12.484204257170104
767,60,80.0,10421,7,5,1988,1988,42.0,394.0,0.0,586.0,980.0,980,734,0,1714,0.0,0.0,2,1,3,1,7,1,1988.0,2.0,496.0,228,66,156,0,0,0,500,3,2010,12.188417710291453
768,50,75.0,12508,6,7,1940,1985,0.0,660.0,0.0,323.0,983.0,983,767,0,1750,1.0,0.0,2,0,4,1,7,0,1989.0,1.0,423.0,245,0,156,0,0,0,1300,7,2008,11.982929094215963
769,20,70.0,9100,7,5,2004,2005,0.0,24.0,0.0,1836.0,1860.0,1836,0,0,1836,0.0,0.0,2,0,3,1,8,1,2004.0,2.0,484.0,120,33,0,0,0,0,0,10,2006,12.28690119819279
770,60,47.0,53504,8,5,2003,2003,603.0,1416.0,0.0,234.0,1650.0,1690,1589,0,3279,1.0,0.0,3,1,4,1,12,1,2003.0,3.0,841.0,503,36,0,0,210,0,0,6,2010,13.195613839143922
771,85,70.04995836802665,7252,5,5,1982,1982,0.0,685.0,0.0,173.0,858.0,858,0,0,858,1.0,0.0,1,0,2,1,5,0,1983.0,2.0,576.0,120,0,0,0,0,0,0,4,2009,11.812289042195847
772,20,67.0,8877,4,5,1951,1951,0.0,836.0,0.0,0.0,836.0,1220,0,0,1220,0.0,0.0,1,0,2,1,6,0,1951.0,2.0,396.0,0,0,0,0,0,0,0,4,2006,11.532728092266408
773,80,94.0,7819,6,5,1976,1976,0.0,422.0,127.0,480.0,1029.0,1117,0,0,1117,1.0,0.0,1,0,3,1,6,1,1976.0,2.0,672.0,144,0,0,0,0,0,0,3,2010,11.580584113444043
774,20,70.0,10150,5,5,1958,1958,1.0,456.0,0.0,456.0,912.0,912,0,0,912,0.0,0.0,1,0,2,1,5,0,1958.0,1.0,275.0,0,0,0,0,0,0,0,7,2007,11.648330101976432
775,20,110.0,14226,8,5,2006,2006,375.0,0.0,0.0,1935.0,1935.0,1973,0,0,1973,0.0,0.0,2,0,3,1,9,1,2006.0,3.0,895.0,315,45,0,0,0,0,0,7,2007,12.886641043883259
776,120,32.0,4500,6,5,1998,1998,320.0,866.0,0.0,338.0,1204.0,1204,0,0,1204,1.0,0.0,2,0,2,1,5,0,1998.0,2.0,412.0,0,247,0,0,0,0,0,6,2009,11.99535161421452
777,20,86.0,11210,7,5,2005,2006,240.0,20.0,0.0,1594.0,1614.0,1614,0,0,1614,0.0,0.0,2,0,3,1,7,0,2005.0,3.0,865.0,144,59,0,0,0,0,0,7,2006,12.308177868467327
778,20,100.0,13350,5,5,1974,1974,0.0,762.0,0.0,102.0,864.0,894,0,0,894,1.0,0.0,1,0,3,1,5,1,1974.0,2.0,440.0,241,0,0,0,0,0,0,6,2006,11.867097278690842
779,90,60.0,8400,5,5,1977,1977,320.0,0.0,0.0,0.0,0.0,2020,0,0,2020,0.0,0.0,2,0,4,2,10,2,1977.0,2.0,630.0,0,0,0,0,0,0,0,10,2007,11.877568578558138
780,90,78.0,10530,6,5,1977,1977,90.0,975.0,0.0,0.0,975.0,1004,0,0,1004,1.0,0.0,1,0,2,1,4,0,1977.0,2.0,504.0,0,0,0,0,0,0,0,5,2006,11.813030057420567
781,20,63.0,7875,7,5,1995,1996,38.0,0.0,0.0,1237.0,1237.0,1253,0,0,1253,0.0,0.0,2,0,3,1,6,1,1995.0,2.0,402.0,220,21,0,0,0,0,0,6,2007,12.078239274020289
782,60,65.0,7153,6,5,1992,1992,0.0,387.0,0.0,374.0,761.0,810,793,0,1603,0.0,0.0,2,1,3,1,7,0,1992.0,2.0,484.0,0,124,0,0,0,0,0,7,2006,12.077670930725649
783,20,67.0,16285,7,5,2001,2002,0.0,0.0,0.0,1413.0,1413.0,1430,0,0,1430,0.0,0.0,2,0,3,1,6,0,2001.0,2.0,605.0,0,33,0,0,0,0,0,6,2009,12.139398512262181
784,85,70.04995836802665,9101,5,6,1978,1978,104.0,1097.0,0.0,0.0,1097.0,1110,0,0,1110,1.0,0.0,1,0,1,1,4,1,1978.0,2.0,602.0,303,30,0,0,0,0,0,7,2009,12.016726473799254
785,75,35.0,6300,6,6,1914,2001,0.0,0.0,0.0,742.0,742.0,742,742,0,1484,0.0,0.0,2,0,3,1,9,1,1978.5061638868744,0.0,0.0,0,291,134,0,0,0,0,6,2008,11.759785542901755
786,20,70.04995836802665,9790,6,5,1967,1967,0.0,251.0,630.0,491.0,1372.0,1342,0,0,1342,0.0,0.0,2,0,3,1,7,1,1967.0,2.0,457.0,0,0,0,0,197,0,0,9,2009,11.992260421644849
787,50,60.0,10800,5,6,1915,1950,0.0,686.0,0.0,0.0,686.0,966,686,0,1652,1.0,0.0,2,0,4,1,7,0,1961.0,1.0,416.0,0,0,196,0,0,0,1200,6,2010,11.842229212112828
788,60,76.0,10142,7,5,2004,2004,0.0,656.0,0.0,300.0,956.0,956,1128,0,2084,1.0,0.0,2,1,4,1,8,0,2004.0,2.0,618.0,0,45,0,0,0,0,0,1,2010,12.358793732547838
789,20,50.0,6000,4,7,1954,2000,0.0,0.0,0.0,901.0,901.0,901,0,0,901,0.0,0.0,1,0,2,1,4,0,1954.0,1.0,281.0,0,0,0,0,0,0,0,8,2008,11.588960151246226
790,60,70.04995836802665,12205,6,8,1966,2007,157.0,568.0,0.0,264.0,832.0,976,1111,0,2087,0.0,0.0,2,1,5,1,9,0,1966.0,2.0,444.0,133,168,0,0,0,0,0,7,2007,12.141534124392603
791,120,43.0,3182,7,5,2005,2006,11.0,16.0,0.0,1129.0,1145.0,1145,0,0,1145,0.0,0.0,2,0,2,1,5,1,2005.0,2.0,397.0,100,16,0,0,0,0,0,9,2009,11.984178313616395
792,80,70.04995836802665,11333,6,5,1976,1976,0.0,539.0,0.0,490.0,1029.0,1062,0,0,1062,1.0,0.0,1,0,3,1,5,2,1976.0,2.0,539.0,120,0,0,0,0,0,0,5,2007,11.896826395162552
793,60,92.0,9920,7,5,1996,1997,0.0,862.0,0.0,255.0,1117.0,1127,886,0,2013,1.0,0.0,2,1,3,1,8,1,1997.0,2.0,455.0,180,130,0,0,0,0,0,6,2007,12.50539915757667
794,20,76.0,9158,8,5,2007,2007,140.0,0.0,0.0,1496.0,1496.0,1496,0,0,1496,0.0,0.0,2,0,3,1,7,0,2007.0,2.0,474.0,168,130,0,0,0,0,0,6,2007,12.323855681186558
795,60,70.04995836802665,10832,7,5,1994,1996,0.0,0.0,0.0,712.0,712.0,1086,809,0,1895,0.0,0.0,2,1,3,1,7,1,1994.0,2.0,409.0,143,46,0,0,0,0,500,10,2008,12.178187442040638
796,60,70.0,8400,6,6,1980,1981,130.0,0.0,0.0,650.0,650.0,888,676,0,1564,0.0,0.0,2,1,3,1,7,1,1980.0,2.0,476.0,0,50,0,0,204,0,0,4,2010,12.049418835484797
797,20,71.0,8197,6,5,1977,1977,148.0,0.0,0.0,660.0,660.0,1285,0,0,1285,0.0,0.0,1,1,3,1,7,1,1977.0,2.0,528.0,138,0,0,0,0,0,0,4,2007,11.874090314181814
798,20,57.0,7677,5,5,1953,1953,0.0,570.0,0.0,203.0,773.0,773,0,0,773,0.0,0.0,1,0,2,1,4,0,1953.0,1.0,240.0,0,0,0,0,0,0,0,4,2008,11.608235644774552
799,60,104.0,13518,9,5,2008,2009,860.0,0.0,0.0,1926.0,1926.0,1966,1174,0,3140,0.0,0.0,3,1,4,1,11,2,2009.0,3.0,820.0,144,78,0,0,0,0,0,7,2009,13.091904169919621
800,50,60.0,7200,5,7,1937,1950,252.0,569.0,0.0,162.0,731.0,981,787,0,1768,1.0,0.0,1,1,3,1,7,2,1939.0,1.0,240.0,0,0,264,0,0,0,0,6,2007,12.072541252905651
801,60,79.0,12798,6,5,1997,1997,0.0,462.0,0.0,154.0,616.0,616,1072,0,1688,1.0,0.0,2,1,4,1,8,0,1997.0,2.0,603.0,403,114,185,0,0,0,400,5,2008,12.206072645530174
802,30,40.0,4800,4,7,1916,1990,0.0,197.0,0.0,999.0,1196.0,1196,0,0,1196,1.0,0.0,1,0,2,1,5,0,1957.0,2.0,440.0,0,0,0,0,0,0,0,7,2007,11.607326140391713
803,60,63.0,8199,7,5,2005,2005,0.0,648.0,0.0,80.0,728.0,728,728,0,1456,1.0,0.0,2,1,3,1,7,1,2005.0,2.0,410.0,36,18,0,0,0,0,0,10,2008,12.14950229404178
804,60,107.0,13891,9,5,2008,2009,424.0,0.0,0.0,1734.0,1734.0,1734,1088,0,2822,0.0,0.0,3,1,4,1,12,1,2009.0,3.0,1020.0,52,170,0,0,192,0,0,1,2009,13.275827535915461
805,20,75.0,9000,5,5,1954,1954,0.0,812.0,0.0,124.0,936.0,1128,0,0,1128,0.0,0.0,1,0,2,1,5,0,1954.0,1.0,286.0,0,0,0,0,0,0,0,6,2006,11.678439903447801
806,20,91.0,12274,7,5,2008,2008,256.0,0.0,0.0,1417.0,1417.0,1428,0,0,1428,0.0,0.0,2,0,3,1,6,0,2008.0,2.0,554.0,0,60,0,0,0,0,0,7,2008,12.33569641332368
807,80,75.0,9750,5,5,1967,1967,0.0,400.0,480.0,100.0,980.0,980,0,0,980,0.0,0.0,2,0,3,1,6,0,1967.0,1.0,384.0,68,0,0,0,0,0,0,10,2006,11.816726919301892
808,70,144.0,21384,5,6,1923,2004,0.0,1309.0,0.0,15.0,1324.0,1072,504,0,1576,2.0,0.0,1,1,3,1,6,1,1923.0,2.0,528.0,0,312,0,0,0,0,0,5,2009,12.31716669303576
809,80,85.0,13400,5,5,1966,1966,1047.0,516.0,128.0,380.0,1024.0,1086,0,0,1086,1.0,0.0,1,0,3,1,6,1,1966.0,2.0,484.0,0,0,0,0,0,0,0,6,2006,11.982616545377663
810,75,90.0,8100,5,5,1898,1965,0.0,0.0,0.0,849.0,849.0,1075,1063,0,2138,0.0,0.0,2,0,2,3,11,0,1910.0,2.0,360.0,40,156,0,0,0,0,0,11,2009,11.571194373094205
811,20,78.0,10140,6,6,1974,1999,99.0,663.0,377.0,0.0,1040.0,1309,0,0,1309,1.0,0.0,1,1,3,1,5,1,1974.0,2.0,484.0,265,0,0,0,0,648,0,1,2006,12.106252310247962
812,120,70.04995836802665,4438,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,4,1,2004.0,2.0,420.0,140,0,0,0,0,0,0,6,2008,11.881034786534624
813,20,66.0,8712,5,5,1952,1952,0.0,0.0,0.0,540.0,540.0,1044,0,0,1044,0.0,0.0,1,0,2,1,4,0,1952.0,2.0,504.0,0,0,0,0,0,0,54,6,2010,10.932981961904135
814,20,75.0,9750,6,6,1958,1958,243.0,608.0,0.0,834.0,1442.0,1442,0,0,1442,0.0,0.0,1,1,4,1,7,0,1958.0,1.0,301.0,0,0,275,0,0,0,500,4,2007,11.969717200243734
815,50,45.0,8248,5,7,1918,1950,0.0,0.0,0.0,686.0,686.0,686,564,0,1250,0.0,1.0,1,1,3,1,7,0,1955.0,1.0,280.0,207,0,96,0,0,0,0,7,2006,11.661345470088502
816,20,48.0,12137,7,5,1998,1998,442.0,0.0,0.0,1649.0,1649.0,1661,0,0,1661,0.0,0.0,2,0,3,1,6,0,1998.0,2.0,598.0,0,34,0,0,0,0,0,5,2010,12.323411137947407
817,20,70.04995836802665,11425,5,6,1954,1954,0.0,486.0,0.0,522.0,1008.0,1008,0,0,1008,0.0,0.0,1,0,2,1,4,1,1954.0,1.0,275.0,0,0,120,0,0,0,0,7,2006,11.827736204810263
818,20,70.04995836802665,13265,8,5,2002,2002,148.0,1218.0,0.0,350.0,1568.0,1689,0,0,1689,1.0,0.0,2,0,3,1,7,2,2002.0,3.0,857.0,150,59,0,0,0,0,0,7,2008,12.509874099861838
819,80,80.0,8816,6,7,1971,1971,80.0,504.0,0.0,506.0,1010.0,1052,0,0,1052,1.0,0.0,1,0,3,1,6,0,1971.0,2.0,440.0,0,0,0,0,0,0,0,6,2010,11.951180395901384
820,120,44.0,6371,7,5,2009,2010,128.0,733.0,0.0,625.0,1358.0,1358,0,0,1358,1.0,0.0,2,0,2,1,6,1,2010.0,2.0,484.0,192,35,0,0,0,0,0,6,2010,12.319401330837177
821,60,72.0,7226,7,5,2003,2003,0.0,0.0,0.0,798.0,798.0,798,842,0,1640,0.0,0.0,2,1,3,1,6,0,2003.0,2.0,595.0,0,45,0,0,0,0,0,6,2008,12.117241431823558
822,20,60.0,6000,4,4,1953,1953,0.0,0.0,0.0,936.0,936.0,936,0,0,936,0.0,0.0,1,0,2,1,4,0,1974.0,2.0,576.0,0,32,112,0,0,0,0,2,2009,11.440354772135393
823,60,70.04995836802665,12394,7,5,2003,2003,0.0,0.0,0.0,847.0,847.0,847,886,0,1733,0.0,0.0,2,1,3,1,7,1,2003.0,2.0,433.0,100,48,0,0,0,0,0,10,2007,12.323855681186558
824,50,60.0,9900,6,7,1940,1950,0.0,0.0,0.0,778.0,778.0,944,545,0,1489,0.0,0.0,2,0,3,1,7,1,1940.0,1.0,240.0,335,0,0,0,0,0,0,7,2009,11.845819880243557
